YEAR,QUARTER,CATEGORY_TYPE,CATEGORY_NAME,AMOUNT_AT_CURRENT,PERCENT_SHARE_AT_CURRENT,AMOUNT_AT_CONSTANT,GROWTH_RATE_AT_CONSTANT,DATE_SUBMITTED,TIME_SUBMITTED
2011,Q4,,GDP at market prices,"964,065.03",100,"823,748.17",4.4,27/01/2020,3:03 PM
2011,Q4,,GDP (seasonally adjusted),"1,005,579.63",,"893,292.75",,27/01/2020,3:03 PM
2012,Q1,Agriculture,Agriculture,"342,332.00",31.5,"235,183.00",3.5,27/01/2020,3:03 PM
2012,Q1,Industry,Mining & Quarrying,"10,406.00",1,"7,906.00",13.4,27/01/2020,3:03 PM
2012,Q1,Industry,Manufacturing,"111,328.00",10.3,"93,598.00",-0.6,27/01/2020,3:03 PM
2012,Q1,Industry,Electricity & water supply,"19,247.00",1.8,"19,984.00",11.6,27/01/2020,3:03 PM
2012,Q1,Industry,Construction,"44,898.00",4.1,"36,390.00",19.7,27/01/2020,3:03 PM
2012,Q1,sevices,"Wholesale & Retail Trade

","73,259.00",6.7,"54,849.00",-3.1,27/01/2020,3:03 PM
2012,Q1,sevices,Accommodation & restaurant,"20,055.00",1.8,"20,305.00",8.7,27/01/2020,3:03 PM
2012,Q1,sevices,Transport & Storage,"79,485.00",7.3,"58,702.00",7.3,27/01/2020,3:03 PM
2012,Q1,sevices,Information & Communication,"15,547.00",1.4,"25,658.00",13.6,27/01/2020,3:03 PM
2012,Q1,sevices,Financial & Insurance,"60,313.00",5.6,"46,661.00",0.3,27/01/2020,3:03 PM
2012,Q1,sevices,Public administration,"42,193.00",3.9,"34,918.00",6.7,27/01/2020,3:03 PM
2012,Q1,sevices,"Professional, Administration & Support Services","21,627.00",2,"18,849.00",-7.3,27/01/2020,3:03 PM
2012,Q1,sevices,Real estate,"83,275.00",7.7,"69,816.00",4.4,27/01/2020,3:03 PM
2012,Q1,sevices,Education,"59,144.00",5.4,"57,719.00",10.6,27/01/2020,3:03 PM
2012,Q1,sevices,Health,"17,983.00",1.7,"15,133.00",-1.4,27/01/2020,3:03 PM
2012,Q1,sevices,Other services,"13,461.00",1.2,"11,288.00",1.6,27/01/2020,3:03 PM
2012,Q1,sevices,FISIM,"-26,959.00",-2.5,"-19,347.00",5.5,27/01/2020,3:03 PM
2012,Q1,,All industries at basic prices,"987,596.00",91,"787,612.00",4.2,27/01/2020,3:03 PM
2012,Q1,,Taxes on products,"97,805.00",9,"93,190.00",4,27/01/2020,3:03 PM
2012,Q1,,GDP at market prices,"1,085,401.00",100,"880,802.00",4.2,27/01/2020,3:03 PM
2012,Q1,,GDP (seasonally adjusted),"1,032,909.00",,"844,810.00",0.5,27/01/2020,3:03 PM
2012,Q2,Agriculture,Agriculture,"307,306.00",28.8,"211,273.00",2.3,27/01/2020,3:03 PM
2012,Q2,Industry,Mining & Quarrying,"11,176.00",1,"8,454.00",19.7,27/01/2020,3:03 PM
2012,Q2,Industry,Manufacturing,"112,522.00",10.6,"91,472.00",-1.6,27/01/2020,3:03 PM
2012,Q2,Industry,Electricity & water supply,"21,429.00",2,"20,031.00",6.5,27/01/2020,3:03 PM
2012,Q2,Industry,Construction,"46,341.00",4.3,"36,932.00",7,27/01/2020,3:03 PM
2012,Q2,sevices,"Wholesale & Retail Trade

","82,314.00",7.7,"62,127.00",11.5,27/01/2020,3:03 PM
2012,Q2,sevices,Accommodation & restaurant,"11,133.00",1,"10,729.00",-3,27/01/2020,3:03 PM
2012,Q2,sevices,Transport & Storage,"80,890.00",7.6,"57,859.00",8.2,27/01/2020,3:03 PM
2012,Q2,sevices,Information & Communication,"14,728.00",1.4,"23,468.00",-5.3,27/01/2020,3:03 PM
2012,Q2,sevices,Financial & Insurance,"61,780.00",5.8,"47,875.00",5.1,27/01/2020,3:03 PM
2012,Q2,sevices,Public administration,"44,878.00",4.2,"34,407.00",3.3,27/01/2020,3:03 PM
2012,Q2,sevices,"Professional, Administration & Support Services","22,905.00",2.1,"19,737.00",6.3,27/01/2020,3:03 PM
2012,Q2,sevices,Real estate,"84,742.00",8,"70,442.00",4.1,27/01/2020,3:03 PM
2012,Q2,sevices,Education,"55,745.00",5.2,"57,305.00",9.7,27/01/2020,3:03 PM
2012,Q2,sevices,Health,"17,797.00",1.7,"14,818.00",-3.2,27/01/2020,3:03 PM
2012,Q2,sevices,Other services,"13,661.00",1.3,"11,192.00",2.1,27/01/2020,3:03 PM
2012,Q2,sevices,FISIM,"-27,687.00",-2.6,"-20,067.00",10.8,27/01/2020,3:03 PM
2012,Q2,,All industries at basic prices,"961,661.00",90.2,"758,053.00",3.8,27/01/2020,3:03 PM
2012,Q2,,Taxes on products,"104,206.00",9.8,"95,377.00",8.4,27/01/2020,3:03 PM
2012,Q2,,GDP at market prices,"1,065,868.00",100,"853,430.00",4.3,27/01/2020,3:03 PM
2012,Q2,,GDP (seasonally adjusted),"1,049,995.00",,"848,021.00",-0.3,27/01/2020,3:03 PM
2012,Q3,Agriculture,Agriculture,"230,100.00",22.2,"164,905.00",2.5,27/01/2020,3:03 PM
2012,Q3,Industry,Mining & Quarrying,"12,295.00",1.2,"8,718.00",18.4,27/01/2020,3:03 PM
2012,Q3,Industry,Manufacturing,"118,931.00",11.5,"95,458.00",-0.5,27/01/2020,3:03 PM
2012,Q3,Industry,Electricity & water supply,"21,900.00",2.1,"20,283.00",10.8,27/01/2020,3:03 PM
2012,Q3,Industry,Construction,"48,562.00",4.7,"39,246.00",11.7,27/01/2020,3:03 PM
2012,Q3,sevices,"Wholesale & Retail Trade

","94,859.00",9.1,"72,499.00",17.2,27/01/2020,3:03 PM
2012,Q3,sevices,Accommodation & restaurant,"13,009.00",1.3,"12,016.00",-2.8,27/01/2020,3:03 PM
2012,Q3,sevices,Transport & Storage,"87,828.00",8.5,"59,676.00",-2.1,27/01/2020,3:03 PM
2012,Q3,sevices,Information & Communication,"15,520.00",1.5,"23,877.00",-12.2,27/01/2020,3:03 PM
2012,Q3,sevices,Financial & Insurance,"55,487.00",5.3,"50,001.00",7.2,27/01/2020,3:03 PM
2012,Q3,sevices,Public administration,"44,147.00",4.3,"34,213.00",2.3,27/01/2020,3:03 PM
2012,Q3,sevices,"Professional, Administration & Support Services","25,764.00",2.5,"22,071.00",5.9,27/01/2020,3:03 PM
2012,Q3,sevices,Real estate,"87,004.00",8.4,"71,078.00",3.9,27/01/2020,3:03 PM
2012,Q3,sevices,Education,"57,678.00",5.6,"59,463.00",11.4,27/01/2020,3:03 PM
2012,Q3,sevices,Health,"17,516.00",1.7,"14,704.00",-3.6,27/01/2020,3:03 PM
2012,Q3,sevices,Other services,"14,459.00",1.4,"11,596.00",1.9,27/01/2020,3:03 PM
2012,Q3,sevices,FISIM,"-23,950.00",-2.3,"-21,371.00",11.2,27/01/2020,3:03 PM
2012,Q3,,All industries at basic prices,"921,112.00",88.8,"738,431.00",4,27/01/2020,3:03 PM
2012,Q3,,Taxes on products,"116,146.00",11.2,"109,278.00",12.1,27/01/2020,3:03 PM
2012,Q3,,GDP at market prices,"1,037,257.00",100,"847,709.00",5,27/01/2020,3:03 PM
2012,Q3,,GDP (seasonally adjusted),"1,064,933.00",,"862,288.00",-0.8,27/01/2020,3:03 PM
2012,Q4,Agriculture,Agriculture,"235,461.00",21.9,"165,342.00",2.8,27/01/2020,3:03 PM
2012,Q4,Industry,Mining & Quarrying,"12,750.00",1.2,"8,761.00",24.6,27/01/2020,3:03 PM
2012,Q4,Industry,Manufacturing,"126,323.00",11.8,"101,222.00",0.4,27/01/2020,3:03 PM
2012,Q4,Industry,Electricity & water supply,"23,425.00",2.2,"21,269.00",9.5,27/01/2020,3:03 PM
2012,Q4,Industry,Construction,"51,050.00",4.8,"42,228.00",8.4,27/01/2020,3:03 PM
2012,Q4,sevices,"Wholesale & Retail Trade

","83,898.00",7.8,"64,480.00",2.2,27/01/2020,3:03 PM
2012,Q4,sevices,Accommodation & restaurant,"12,978.00",1.2,"11,922.00",6.2,27/01/2020,3:03 PM
2012,Q4,sevices,Transport & Storage,"91,323.00",8.5,"61,694.00",-1.6,27/01/2020,3:03 PM
2012,Q4,sevices,Information & Communication,"22,650.00",2.1,"35,321.00",13.8,27/01/2020,3:03 PM
2012,Q4,sevices,Financial & Insurance,"74,041.00",6.9,"51,653.00",11.2,27/01/2020,3:03 PM
2012,Q4,sevices,Public administration,"54,471.00",5.1,"34,335.00",3.6,27/01/2020,3:03 PM
2012,Q4,sevices,"Professional, Administration & Support Services","27,683.00",2.6,"23,606.00",10.7,27/01/2020,3:03 PM
2012,Q4,sevices,Real estate,"88,008.00",8.2,"71,725.00",3.8,27/01/2020,3:03 PM
2012,Q4,sevices,Education,"56,625.00",5.3,"59,648.00",12.6,27/01/2020,3:03 PM
2012,Q4,sevices,Health,"17,163.00",1.6,"14,368.00",-3,27/01/2020,3:03 PM
2012,Q4,sevices,Other services,"14,799.00",1.4,"11,724.00",3.4,27/01/2020,3:03 PM
2012,Q4,sevices,FISIM,"-32,979.00",-3.1,"-21,862.00",12.6,27/01/2020,3:03 PM
2012,Q4,,All industries at basic prices,"959,669.00",89.5,"757,434.00",4.5,27/01/2020,3:03 PM
2012,Q4,,Taxes on products,"113,175.00",10.5,"104,964.00",6.1,27/01/2020,3:03 PM
2012,Q4,,GDP at market prices,"1,072,844.00",100,"862,398.00",4.7,27/01/2020,3:03 PM
2012,Q4,,GDP (seasonally adjusted),"1,123,608.00",,"885,777.00",-0.8,27/01/2020,3:03 PM
2013,Q1,Agriculture,Agriculture,"365,691.00",30.5,"247,605.00",5.3,27/01/2020,3:03 PM
2013,Q1,Industry,Mining & Quarrying,"11,201.00",0.9,"9,243.00",16.9,27/01/2020,3:03 PM
2013,Q1,Industry,Manufacturing,"128,498.00",10.7,"102,483.00",9.5,27/01/2020,3:03 PM
2013,Q1,Industry,Electricity & water supply,"23,797.00",2,"21,106.00",5.6,27/01/2020,3:03 PM
2013,Q1,Industry,Construction,"52,695.00",4.4,"39,810.00",9.4,27/01/2020,3:03 PM
2013,Q1,sevices,"Wholesale & Retail Trade

","84,341.00",7,"63,479.00",15.7,27/01/2020,3:03 PM
2013,Q1,sevices,Accommodation & restaurant,"17,298.00",1.4,"16,318.00",-19.6,27/01/2020,3:03 PM
2013,Q1,sevices,Transport & Storage,"81,872.00",6.8,"53,589.00",-8.7,27/01/2020,3:03 PM
2013,Q1,sevices,Information & Communication,"17,938.00",1.5,"29,516.00",15,27/01/2020,3:03 PM
2013,Q1,sevices,Financial & Insurance,"67,686.00",5.7,"51,666.00",10.7,27/01/2020,3:03 PM
2013,Q1,sevices,Public administration,"51,716.00",4.3,"36,175.00",3.6,27/01/2020,3:03 PM
2013,Q1,sevices,"Professional, Administration & Support Services","24,352.00",2,"20,342.00",7.9,27/01/2020,3:03 PM
2013,Q1,sevices,Real estate,"90,941.00",7.6,"72,476.00",3.8,27/01/2020,3:03 PM
2013,Q1,sevices,Education,"64,702.00",5.4,"61,552.00",6.6,27/01/2020,3:03 PM
2013,Q1,sevices,Health,"17,158.00",1.4,"14,849.00",-1.9,27/01/2020,3:03 PM
2013,Q1,sevices,Other services,"14,810.00",1.2,"11,652.00",3.2,27/01/2020,3:03 PM
2013,Q1,sevices,FISIM,"-28,042.00",-2.3,"-21,267.00",9.9,27/01/2020,3:03 PM
2013,Q1,,All industries at basic prices,"1,086,656.00",90.7,"830,593.00",5.5,27/01/2020,3:03 PM
2013,Q1,,Taxes on products,"111,189.00",9.3,"103,755.00",11.3,27/01/2020,3:03 PM
2013,Q1,,GDP at market prices,"1,197,844.00",100,"934,348.00",6.1,27/01/2020,3:03 PM
2013,Q1,,GDP (seasonally adjusted),"1,151,947.00",,"899,423.00",1.7,27/01/2020,3:03 PM
2013,Q2,Agriculture,Agriculture,"337,137.00",28.3,"225,683.00",6.8,27/01/2020,3:03 PM
2013,Q2,Industry,Mining & Quarrying,"8,747.00",0.7,"6,752.00",-20.1,27/01/2020,3:03 PM
2013,Q2,Industry,Manufacturing,"120,997.00",10.1,"98,321.00",7.5,27/01/2020,3:03 PM
2013,Q2,Industry,Electricity & water supply,"24,606.00",2.1,"22,112.00",10.4,27/01/2020,3:03 PM
2013,Q2,Industry,Construction,"53,364.00",4.5,"40,543.00",9.8,27/01/2020,3:03 PM
2013,Q2,sevices,"Wholesale & Retail Trade

","94,698.00",7.9,"69,125.00",11.3,27/01/2020,3:03 PM
2013,Q2,sevices,Accommodation & restaurant,"12,896.00",1.1,"10,857.00",1.2,27/01/2020,3:03 PM
2013,Q2,sevices,Transport & Storage,"90,388.00",7.6,"58,508.00",1.1,27/01/2020,3:03 PM
2013,Q2,sevices,Information & Communication,"15,253.00",1.3,"26,194.00",11.6,27/01/2020,3:03 PM
2013,Q2,sevices,Financial & Insurance,"79,135.00",6.6,"52,662.00",10,27/01/2020,3:03 PM
2013,Q2,sevices,Public administration,"54,629.00",4.6,"35,711.00",3.8,27/01/2020,3:03 PM
2013,Q2,sevices,"Professional, Administration & Support Services","25,276.00",2.1,"20,966.00",6.2,27/01/2020,3:03 PM
2013,Q2,sevices,Real estate,"92,477.00",7.8,"73,220.00",3.9,27/01/2020,3:03 PM
2013,Q2,sevices,Education,"61,941.00",5.2,"61,948.00",8.1,27/01/2020,3:03 PM
2013,Q2,sevices,Health,"18,642.00",1.6,"16,249.00",9.7,27/01/2020,3:03 PM
2013,Q2,sevices,Other services,"15,088.00",1.3,"11,739.00",4.9,27/01/2020,3:03 PM
2013,Q2,sevices,FISIM,"-31,652.00",-2.7,"-21,350.00",6.4,27/01/2020,3:03 PM
2013,Q2,,All industries at basic prices,"1,073,623.00",90,"809,239.00",6.8,27/01/2020,3:03 PM
2013,Q2,,Taxes on products,"119,263.00",10,"108,351.00",13.6,27/01/2020,3:03 PM
2013,Q2,,GDP at market prices,"1,192,885.00",100,"917,590.00",7.5,27/01/2020,3:03 PM
2013,Q2,,GDP (seasonally adjusted),"1,166,799.00",,"908,648.00",1,27/01/2020,3:03 PM
2013,Q3,Agriculture,Agriculture,"280,422.00",23.7,"174,456.00",5.8,27/01/2020,3:03 PM
2013,Q3,Industry,Mining & Quarrying,"11,541.00",1,"8,754.00",0.4,27/01/2020,3:03 PM
2013,Q3,Industry,Manufacturing,"127,584.00",10.8,"100,552.00",5.3,27/01/2020,3:03 PM
2013,Q3,Industry,Electricity & water supply,"22,987.00",1.9,"21,694.00",7,27/01/2020,3:03 PM
2013,Q3,Industry,Construction,"55,686.00",4.7,"42,883.00",9.3,27/01/2020,3:03 PM
2013,Q3,sevices,"Wholesale & Retail Trade

","106,978.00",9.1,"76,603.00",5.7,27/01/2020,3:03 PM
2013,Q3,sevices,Accommodation & restaurant,"15,299.00",1.3,"13,504.00",12.4,27/01/2020,3:03 PM
2013,Q3,sevices,Transport & Storage,"96,674.00",8.2,"61,356.00",2.8,27/01/2020,3:03 PM
2013,Q3,sevices,Information & Communication,"14,877.00",1.3,"26,880.00",12.6,27/01/2020,3:03 PM
2013,Q3,sevices,Financial & Insurance,"79,994.00",6.8,"53,531.00",7.1,27/01/2020,3:03 PM
2013,Q3,sevices,Public administration,"51,475.00",4.4,"36,636.00",7.1,27/01/2020,3:03 PM
2013,Q3,sevices,"Professional, Administration & Support Services","27,084.00",2.3,"22,390.00",1.4,27/01/2020,3:03 PM
2013,Q3,sevices,Real estate,"94,832.00",8,"74,057.00",4.2,27/01/2020,3:03 PM
2013,Q3,sevices,Education,"62,337.00",5.3,"62,680.00",5.4,27/01/2020,3:03 PM
2013,Q3,sevices,Health,"18,736.00",1.6,"15,954.00",8.5,27/01/2020,3:03 PM
2013,Q3,sevices,Other services,"15,760.00",1.3,"12,065.00",4,27/01/2020,3:03 PM
2013,Q3,sevices,FISIM,"-31,209.00",-2.6,"-21,892.00",2.4,27/01/2020,3:03 PM
2013,Q3,,All industries at basic prices,"1,051,057.00",88.9,"782,102.00",5.9,27/01/2020,3:03 PM
2013,Q3,,Taxes on products,"130,947.00",11.1,"120,259.00",10,27/01/2020,3:03 PM
2013,Q3,,GDP at market prices,"1,182,005.00",100,"902,361.00",6.4,27/01/2020,3:03 PM
2013,Q3,,GDP (seasonally adjusted),"1,203,724.00",,"919,529.00",1.2,27/01/2020,3:03 PM
2013,Q4,Agriculture,Agriculture,"271,511.00",23.2,"171,245.00",3.6,27/01/2020,3:03 PM
2013,Q4,Industry,Mining & Quarrying,"9,252.00",0.8,"7,656.00",-12.6,27/01/2020,3:03 PM
2013,Q4,Industry,Manufacturing,"129,533.00",11,"101,772.00",0.5,27/01/2020,3:03 PM
2013,Q4,Industry,Electricity & water supply,"22,953.00",2,"22,048.00",3.7,27/01/2020,3:03 PM
2013,Q4,Industry,Construction,"51,820.00",4.4,"40,985.00",-2.9,27/01/2020,3:03 PM
2013,Q4,sevices,"Wholesale & Retail Trade

","94,628.00",8.1,"66,084.00",2.5,27/01/2020,3:03 PM
2013,Q4,sevices,Accommodation & restaurant,"12,544.00",1.1,"11,762.00",-1.3,27/01/2020,3:03 PM
2013,Q4,sevices,Transport & Storage,"109,592.00",9.3,"67,659.00",9.7,27/01/2020,3:03 PM
2013,Q4,sevices,Information & Communication,"20,410.00",1.7,"39,300.00",11.3,27/01/2020,3:03 PM
2013,Q4,sevices,Financial & Insurance,"86,305.00",7.4,"54,326.00",7.2,27/01/2020,3:03 PM
2013,Q4,sevices,Public administration,"50,827.00",4.3,"33,156.00",-3.4,27/01/2020,3:03 PM
2013,Q4,sevices,"Professional, Administration & Support Services","28,949.00",2.5,"23,615.00",0,27/01/2020,3:03 PM
2013,Q4,sevices,Real estate,"97,339.00",8.3,"74,994.00",4.6,27/01/2020,3:03 PM
2013,Q4,sevices,Education,"62,978.00",5.4,"62,821.00",5.3,27/01/2020,3:03 PM
2013,Q4,sevices,Health,"20,621.00",1.8,"16,528.00",15,27/01/2020,3:03 PM
2013,Q4,sevices,Other services,"16,549.00",1.4,"12,434.00",6.1,27/01/2020,3:03 PM
2013,Q4,sevices,FISIM,"-33,234.00",-2.8,"-22,423.00",2.6,27/01/2020,3:03 PM
2013,Q4,,All industries at basic prices,"1,052,575.00",89.8,"783,963.00",3.5,27/01/2020,3:03 PM
2013,Q4,,Taxes on products,"119,781.00",10.2,"108,560.00",3.4,27/01/2020,3:03 PM
2013,Q4,,GDP at market prices,"1,172,356.00",100,"892,522.00",3.5,27/01/2020,3:03 PM
2013,Q4,,GDP (seasonally adjusted),"1,233,715.00",,"927,229.00",0.8,27/01/2020,3:03 PM
2014,Q1,Agriculture,Agriculture,"436,992.00",32.1,"258,061.00",4.2,27/01/2020,3:03 PM
2014,Q1,Industry,Mining & Quarrying,"12,620.00",0.9,"10,328.00",11.7,27/01/2020,3:03 PM
2014,Q1,Industry,Manufacturing,"137,265.00",10.1,"107,565.00",5,27/01/2020,3:03 PM
2014,Q1,Industry,Electricity & water supply,"19,600.00",1.4,"21,913.00",3.8,27/01/2020,3:03 PM
2014,Q1,Industry,Construction,"56,848.00",4.2,"42,844.00",7.6,27/01/2020,3:03 PM
2014,Q1,sevices,"Wholesale & Retail Trade

","101,617.00",7.5,"69,357.00",9.3,27/01/2020,3:03 PM
2014,Q1,sevices,Accommodation & restaurant,"14,694.00",1.1,"13,255.00",-18.8,27/01/2020,3:03 PM
2014,Q1,sevices,Transport & Storage,"96,188.00",7.1,"55,497.00",3.6,27/01/2020,3:03 PM
2014,Q1,sevices,Information & Communication,"16,681.00",1.2,"33,400.00",13.2,27/01/2020,3:03 PM
2014,Q1,sevices,Financial & Insurance,"86,427.00",6.3,"55,414.00",7.3,27/01/2020,3:03 PM
2014,Q1,sevices,Public administration,"59,526.00",4.4,"37,954.00",4.9,27/01/2020,3:03 PM
2014,Q1,sevices,"Professional, Administration & Support Services","25,433.00",1.9,"20,488.00",0.7,27/01/2020,3:03 PM
2014,Q1,sevices,Real estate,"100,053.00",7.3,"76,009.00",4.9,27/01/2020,3:03 PM
2014,Q1,sevices,Education,"73,210.00",5.4,"67,065.00",9,27/01/2020,3:03 PM
2014,Q1,sevices,Health,"19,926.00",1.5,"15,529.00",4.6,27/01/2020,3:03 PM
2014,Q1,sevices,Other services,"16,711.00",1.2,"12,270.00",5.3,27/01/2020,3:03 PM
2014,Q1,sevices,FISIM,"-31,803.00",-2.3,"-22,980.00",8.1,27/01/2020,3:03 PM
2014,Q1,,All industries at basic prices,"1,241,987.00",91.2,"873,970.00",5.2,27/01/2020,3:03 PM
2014,Q1,,Taxes on products,"120,003.00",8.8,"108,947.00",5,27/01/2020,3:03 PM
2014,Q1,,GDP at market prices,"1,361,990.00",100,"982,917.00",5.2,27/01/2020,3:03 PM
2014,Q1,,GDP (seasonally adjusted),"1,288,140.00",,"939,421.00",1.3,27/01/2020,3:03 PM
2014,Q2,Agriculture,Agriculture,"385,837.00",28.3,"235,675.00",4.4,27/01/2020,3:03 PM
2014,Q2,Industry,Mining & Quarrying,"9,945.00",0.7,"8,559.00",26.8,27/01/2020,3:03 PM
2014,Q2,Industry,Manufacturing,"134,877.00",9.9,"105,381.00",7.2,27/01/2020,3:03 PM
2014,Q2,Industry,Electricity & water supply,"23,663.00",1.7,"23,137.00",4.6,27/01/2020,3:03 PM
2014,Q2,Industry,Construction,"67,642.00",5,"47,230.00",16.5,27/01/2020,3:03 PM
2014,Q2,sevices,"Wholesale & Retail Trade

","106,012.00",7.8,"72,442.00",4.8,27/01/2020,3:03 PM
2014,Q2,sevices,Accommodation & restaurant,"10,466.00",0.8,"8,222.00",-24.3,27/01/2020,3:03 PM
2014,Q2,sevices,Transport & Storage,"114,294.00",8.4,"61,810.00",5.6,27/01/2020,3:03 PM
2014,Q2,sevices,Information & Communication,"14,934.00",1.1,"28,658.00",9.4,27/01/2020,3:03 PM
2014,Q2,sevices,Financial & Insurance,"92,478.00",6.8,"56,443.00",7.2,27/01/2020,3:03 PM
2014,Q2,sevices,Public administration,"64,979.00",4.8,"40,292.00",12.8,27/01/2020,3:03 PM
2014,Q2,sevices,"Professional, Administration & Support Services","26,922.00",2,"21,459.00",2.4,27/01/2020,3:03 PM
2014,Q2,sevices,Real estate,"103,610.00",7.6,"77,290.00",5.6,27/01/2020,3:03 PM
2014,Q2,sevices,Education,"69,185.00",5.1,"67,292.00",8.6,27/01/2020,3:03 PM
2014,Q2,sevices,Health,"23,211.00",1.7,"17,535.00",7.9,27/01/2020,3:03 PM
2014,Q2,sevices,Other services,"17,056.00",1.3,"12,284.00",4.6,27/01/2020,3:03 PM
2014,Q2,sevices,FISIM,"-34,101.00",-2.5,"-23,650.00",10.8,27/01/2020,3:03 PM
2014,Q2,,All industries at basic prices,"1,231,010.00",90.3,"860,057.00",6.3,27/01/2020,3:03 PM
2014,Q2,,Taxes on products,"132,308.00",9.7,"112,704.00",4,27/01/2020,3:03 PM
2014,Q2,,GDP at market prices,"1,363,319.00",100,"972,761.00",6,27/01/2020,3:03 PM
2014,Q2,,GDP (seasonally adjusted),"1,336,700.00",,"959,131.00",2,27/01/2020,3:03 PM
2014,Q3,Agriculture,Agriculture,"350,835.00",26,"186,756.00",7.1,27/01/2020,3:03 PM
2014,Q3,Industry,Mining & Quarrying,"10,462.00",0.8,"8,875.00",1.4,27/01/2020,3:03 PM
2014,Q3,Industry,Manufacturing,"133,898.00",9.9,"101,099.00",0.5,27/01/2020,3:03 PM
2014,Q3,Industry,Electricity & water supply,"28,545.00",2.1,"23,347.00",7.6,27/01/2020,3:03 PM
2014,Q3,Industry,Construction,"67,304.00",5,"46,631.00",8.7,27/01/2020,3:03 PM
2014,Q3,sevices,"Wholesale & Retail Trade

","117,757.00",8.7,"80,704.00",5.4,27/01/2020,3:03 PM
2014,Q3,sevices,Accommodation & restaurant,"11,529.00",0.9,"10,060.00",-25.5,27/01/2020,3:03 PM
2014,Q3,sevices,Transport & Storage,"122,293.00",9,"66,670.00",8.7,27/01/2020,3:03 PM
2014,Q3,sevices,Information & Communication,"15,286.00",1.1,"31,939.00",18.8,27/01/2020,3:03 PM
2014,Q3,sevices,Financial & Insurance,"85,762.00",6.3,"58,071.00",8.5,27/01/2020,3:03 PM
2014,Q3,sevices,Public administration,"56,852.00",4.2,"34,222.00",-6.6,27/01/2020,3:03 PM
2014,Q3,sevices,"Professional, Administration & Support Services","29,301.00",2.2,"23,288.00",4,27/01/2020,3:03 PM
2014,Q3,sevices,Real estate,"106,168.00",7.9,"78,813.00",6.4,27/01/2020,3:03 PM
2014,Q3,sevices,Education,"67,468.00",5,"67,179.00",7.2,27/01/2020,3:03 PM
2014,Q3,sevices,Health,"23,397.00",1.7,"17,355.00",8.8,27/01/2020,3:03 PM
2014,Q3,sevices,Other services,"17,547.00",1.3,"12,417.00",2.9,27/01/2020,3:03 PM
2014,Q3,sevices,FISIM,"-31,145.00",-2.3,"-24,702.00",12.8,27/01/2020,3:03 PM
2014,Q3,,All industries at basic prices,"1,213,259.00",89.8,"822,725.00",5.2,27/01/2020,3:03 PM
2014,Q3,,Taxes on products,"138,105.00",10.2,"121,362.00",0.9,27/01/2020,3:03 PM
2014,Q3,,GDP at market prices,"1,351,363.00",100,"944,087.00",4.6,27/01/2020,3:03 PM
2014,Q3,,GDP (seasonally adjusted),"1,372,419.00",,"970,431.00",1.1,27/01/2020,3:03 PM
2014,Q4,Agriculture,Agriculture,"309,413.00",23.3,"174,261.00",1.8,27/01/2020,3:03 PM
2014,Q4,Industry,Mining & Quarrying,"11,908.00",0.9,"9,473.00",23.7,27/01/2020,3:03 PM
2014,Q4,Industry,Manufacturing,"131,959.00",10,"99,237.00",-2.5,27/01/2020,3:03 PM
2014,Q4,Industry,Electricity & water supply,"25,484.00",1.9,"23,891.00",8.4,27/01/2020,3:03 PM
2014,Q4,Industry,Construction,"70,297.00",5.3,"48,991.00",19.5,27/01/2020,3:03 PM
2014,Q4,sevices,"Wholesale & Retail Trade

","106,599.00",8,"71,853.00",8.7,27/01/2020,3:03 PM
2014,Q4,sevices,Accommodation & restaurant,"12,463.00",0.9,"12,120.00",3,27/01/2020,3:03 PM
2014,Q4,sevices,Transport & Storage,"129,683.00",9.8,"70,381.00",4,27/01/2020,3:03 PM
2014,Q4,sevices,Information & Communication,"18,691.00",1.4,"45,626.00",16.1,27/01/2020,3:03 PM
2014,Q4,sevices,Financial & Insurance,"102,097.00",7.7,"59,891.00",10.2,27/01/2020,3:03 PM
2014,Q4,sevices,Public administration,"62,169.00",4.7,"37,088.00",11.9,27/01/2020,3:03 PM
2014,Q4,sevices,"Professional, Administration & Support Services","31,404.00",2.4,"24,839.00",5.2,27/01/2020,3:03 PM
2014,Q4,sevices,Real estate,"107,998.00",8.1,"79,036.00",5.4,27/01/2020,3:03 PM
2014,Q4,sevices,Education,"69,681.00",5.3,"66,823.00",6.4,27/01/2020,3:03 PM
2014,Q4,sevices,Health,"25,435.00",1.9,"18,310.00",10.8,27/01/2020,3:03 PM
2014,Q4,sevices,Other services,"18,772.00",1.4,"12,934.00",4,27/01/2020,3:03 PM
2014,Q4,sevices,FISIM,"-37,540.00",-2.8,"-25,431.00",13.4,27/01/2020,3:03 PM
2014,Q4,,All industries at basic prices,"1,196,513.00",90.2,"829,324.00",5.8,27/01/2020,3:03 PM
2014,Q4,,Taxes on products,"129,462.00",9.8,"113,098.00",4.2,27/01/2020,3:03 PM
2014,Q4,,GDP at market prices,"1,325,976.00",100,"942,421.00",5.6,27/01/2020,3:03 PM
2014,Q4,,GDP (seasonally adjusted),"1,421,361.00",,"977,060.00",1,27/01/2020,3:03 PM
2015,Q1,Agriculture,Agriculture,"534,000.00",34,"278,159.00",7.8,27/01/2020,3:03 PM
2015,Q1,Industry,Mining & Quarrying,"15,585.00",1,"11,264.00",9.1,27/01/2020,3:03 PM
